,0
569,-399.6313066202109
570,-398.8551544054038
571,-367.47535058589284
572,-367.49539741815045
573,-343.1328226782479
574,-348.52060439481727
575,-384.5353847264091
576,-396.97267036248127
577,-440.76067760290664
578,-458.8291158143878
579,-450.9665700288387
580,-468.849676647929
581,-479.64801490257685
582,-481.61623514433717
583,-489.7145654146638
584,-517.1458149067705
585,-538.5366503543204
586,-534.7436590678232
587,-538.2657169170748
588,-536.4083913517758
589,-568.3620755155923
590,-557.7369537460916
591,-551.9548443123066
592,-547.9023703229441
593,-580.1570241229596
594,-573.4278327725493
595,-579.0734490029105
596,-571.6153892748681
597,-568.670109005356
598,-562.4427789832476
599,-569.6269963920886
600,-551.560233844899
601,-558.0953632477155
602,-562.605164498911
603,-580.8113611378676
604,-586.4183086576534
605,-601.5080649389886
606,-613.716717712228
607,-565.6767616628963
608,-534.3980756481964
609,-505.7450295492685
610,-492.65984285702825
611,-477.99414614673464
612,-491.73336103365216
613,-492.9881004548088
614,-493.39725616283135
615,-512.2354014163955
616,-486.25257950861646
617,-523.6666614449805
618,-509.7714408621625
619,-533.2256744644396
620,-530.6081433541441
621,-501.61738175433715
622,-499.6890016548389
623,-475.14330358993857
624,-490.4789036640661
625,-490.95521713027136
626,-479.49000601896466
627,-481.86078893727324
628,-471.51901407917774
629,-453.51897607807354
630,-469.46219504190015
631,-460.1723074804908
632,-457.74791384994637
633,-461.872838822326
634,-480.82605088488117
635,-458.2671910460484
636,-486.4521672402198
637,-512.4946315784488
638,-510.8765416088271
639,-508.0542677030702
640,-540.3492565009069
641,-535.7959365879597
642,-544.6183717827474
643,-519.6719179498026
644,-506.4782834762669
645,-505.62820703646514
646,-501.6324125154433
647,-513.6434213596729
648,-511.05997912115697
649,-521.3400127208831
650,-529.9717775800153
651,-549.7253037771583
652,-543.4214041668856
653,-543.7598847050938
654,-561.6617158704237
655,-554.1254967556149
656,-549.272463833817
657,-556.0529889356274
658,-537.8116896103403
659,-533.6226412345904
660,-541.750365110788
661,-537.8697402716008
662,-554.5831377558899
663,-556.5905097473656
664,-552.2145362714489
665,-545.753109231604
666,-539.3765489677312
667,-547.5498791053725
668,-554.4976345010305
669,-560.8350896442105
670,-542.8931954633482
671,-550.7142617181986
672,-545.2806164920811
673,-538.9058746358174
674,-559.4093125024564
675,-553.944496653673
676,-550.3690070989383
677,-556.7708283207855
678,-563.2881690309435
679,-558.0556660960996
680,-558.4964550784381
681,-564.9973066725487
682,-580.4518529406472
683,-586.1725583379334
684,-589.6829162421387
685,-603.5178857361684
686,-605.6108177908606
687,-593.8170740178259
688,-596.4097606881861
689,-599.3526456024539
690,-600.3893327750761
691,-627.1741569122673
692,-635.0533815596017
693,-654.1841771705623
694,-638.2521425728617
695,-636.4397749534451
696,-658.7353194600628
697,-642.4597953831515
698,-628.4661232826378
699,-615.2918679918064
700,-603.3987766562079
701,-605.8810926752316
702,-607.5098791087877
703,-596.0792215766385
704,-586.8429415150156
705,-600.7916013910376
706,-599.4784883577639
707,-613.0722420512044
708,-628.5962697060448
709,-651.3715913823514
710,-655.6956140059742
711,-652.0062186864247
712,-648.4650379795672
713,-657.0446108067919
714,-651.6991347153652
715,-624.448874712848
716,-633.2436961232594
717,-618.5207372100954
718,-619.0305457441344
719,-606.5915965015948
720,-607.6065897465694
721,-608.9367907233066
722,-617.9231730117801
723,-605.769241960629
724,-594.2726053620303
725,-597.1782099907675
726,-581.6591558676973
727,-577.707308792903
728,-592.4674318652155
729,-612.57243421128
730,-589.3118598699846
731,-592.1829601340098
732,-607.1076902557614
733,-597.1718533453577
734,-599.1014044573831
735,-613.7803809409875
736,-615.0020867237263
737,-615.2934794030322
738,-615.2673094347394
739,-615.5437417919289
740,-604.1944519544888
741,-604.8584937254342
742,-618.5156772129794
743,-616.7619089500489
744,-615.2604926073234
745,-615.8917022411731
746,-617.0632445876497
747,-627.676011892379
748,-602.7783124023586
749,-580.5382880974096
750,-590.5149289587207
751,-604.1861701592402
752,-605.6543475604842
753,-595.8472005631135
754,-619.0427620191715
755,-619.086149600391
756,-619.4433733584265
757,-607.6695899107343
758,-607.9594948192624
759,-597.4120746771337
760,-599.527613587281
761,-590.0487580787106
762,-604.8763631340908
763,-630.9246054785149
764,-630.5727960099026
765,-630.3807042783178
766,-630.037470094766
767,-640.4450659601519
768,-639.2848319565493
769,-650.6771626511196
770,-647.918549870913
771,-668.1350641724529
772,-663.4963321522764
773,-660.2197092653107
774,-657.0295269834087
775,-653.8984004119092
776,-651.7394374712047
777,-650.1710017606149
778,-646.8323338128885
779,-645.2641092255327
780,-667.0570795148958
781,-663.2519378278771
782,-685.3170218045634
783,-692.2343119668458
784,-710.620943686703
785,-716.0430764694976
786,-720.2846227681255
787,-714.7980334285684
788,-704.3590666530727
789,-712.9533212290416
790,-701.3879146731842
791,-719.1687859126704
792,-722.9141516923712
793,-726.2683801109007
794,-716.950450062864
795,-718.9144532106876
796,-722.7625778856711
797,-729.7693504663234
798,-707.9744876597877
799,-719.5975864830025
