ID,ToolFace,TargetToolFace,ModelTorP,ModelTorN,TorP,TorN,outtime,date,time,ss
51,347.3,0,11900,-4900,10900,-4900,6/1/2021 15:04:12,6/1/2021,15:04:12,54252
52,338.9,0,11100,-4900,10900,-4900,6/1/2021 15:05:21,6/1/2021,15:05:21,54321
53,340.3,0,11300,-4900,11100,-4900,6/1/2021 15:06:21,6/1/2021,15:06:21,54381
54,340.3,0,11100,-5100,11300,-4900,6/1/2021 15:07:30,6/1/2021,15:07:30,54450
55,338.9,0,11500,-4900,11300,-4900,6/1/2021 15:08:22,6/1/2021,15:08:22,54502
56,337.5,0,11700,-4900,11500,-4900,6/1/2021 15:09:19,6/1/2021,15:09:19,54559
57,337.5,0,11700,-4900,11500,-4900,6/1/2021 15:11:25,6/1/2021,15:11:25,54685
58,338.9,0,11900,-4900,11700,-4900,6/1/2021 15:12:32,6/1/2021,15:12:32,54752
59,341.7,0,11900,-4900,11900,-4900,6/1/2021 15:13:03,6/1/2021,15:13:03,54783
60,344.5,0,11700,-5100,11900,-4900,6/1/2021 15:14:12,6/1/2021,15:14:12,54852
61,355.8,0,12700,-5100,11700,-5100,6/1/2021 15:16:01,6/1/2021,15:16:01,54961
62,357.2,0,12000,-5100,11000,-5100,6/1/2021 15:17:01,6/1/2021,15:17:01,55021
63,355,0,13000,-5100,12000,-5100,6/1/2021 15:18:33,6/1/2021,15:18:33,55113
64,357.2,0,13000,-5100,12000,-5100,6/1/2021 15:19:22,6/1/2021,15:19:22,55162
65,4.2,0,13000,-5100,12000,-5100,6/1/2021 15:20:08,6/1/2021,15:20:08,55208
66,7,0,13000,-5100,12000,-5100,6/1/2021 15:20:52,6/1/2021,15:20:52,55252
67,2.8,0,11500,-5100,10500,-5100,6/1/2021 15:21:32,6/1/2021,15:21:32,55292
68,1.4,0,12500,-5100,11500,-5100,6/1/2021 15:22:14,6/1/2021,15:22:14,55334
69,2.8,0,13500,-5100,12500,-5100,6/1/2021 15:23:03,6/1/2021,15:23:03,55383
70,358.6,0,13500,-5100,12500,-5100,6/1/2021 15:23:52,6/1/2021,15:23:52,55432
71,354.4,0,14500,-5100,13500,-5100,6/1/2021 15:24:42,6/1/2021,15:24:42,55482
72,357.2,0,14500,-5100,13500,-5100,6/1/2021 15:26:48,6/1/2021,15:26:48,55608
73,32.2,0,14000,-4600,13500,-5100,6/1/2021 15:28:25,6/1/2021,15:28:25,55705
74,53.4,0,13500,-4600,13000,-5100,6/1/2021 15:29:14,6/1/2021,15:29:14,55754
75,80.2,0,9500,-5600,10000,-5100,6/1/2021 15:30:28,6/1/2021,15:30:28,55828
76,113.9,0,8500,-6100,9500,-5600,6/1/2021 15:30:50,6/1/2021,15:30:50,55850
77,156.1,0,7500,-6600,8500,-6100,6/1/2021 15:31:35,6/1/2021,15:31:35,55895
78,188.4,0,7500,-6600,8500,-6100,6/1/2021 15:32:44,6/1/2021,15:32:44,55964
79,251.2,0,7500,-6600,8500,-6100,6/1/2021 15:33:15,6/1/2021,15:33:15,55995
80,229.2,0,8500,-4000,7500,-6600,6/1/2021 15:33:50,6/1/2021,15:33:50,56030
81,232,0,8500,-6600,7500,-6600,6/1/2021 15:34:32,6/1/2021,15:34:32,56072
82,233.4,0,8500,-6600,8500,-6600,6/1/2021 15:35:21,6/1/2021,15:35:21,56121
83,226.4,0,9500,-6600,8500,-6600,6/1/2021 15:37:45,6/1/2021,15:37:45,56265
