ID,ToolFace,TargetToolFace,ModelTorP,ModelTorN,TorP,TorN,outtime,date,time,ss
1,176.2,0,10000,-5000,,,2020/12/4 13:19,2020/12/4,13:19:00,47940
2,187.5,180,6500,-3000,5500,-3000,2020/12/4 13:35,2020/12/4,13:35:00,48900
3,170.6,180,7500,-3000,6500,-3000,2020/12/4 13:40,2020/12/4,13:40:00,49200
4,355.8,0,8500,-4000,8500,-4000,2021/1/6 13:58,2021/1/6,13:58:00,50280
5,357.2,0,8500,-4000,8500,-4000,2021/1/6 14:00,2021/1/6,14:00:00,50400
6,354.4,0,8500,-4000,8500,-4000,2021/1/6 14:01,2021/1/6,14:01:00,50460
7,355.8,0,8500,-4000,8500,-4000,2021/1/6 14:02,2021/1/6,14:02:00,50520
8,353,0,9500,-4000,8500,-4000,2021/1/6 14:03,2021/1/6,14:03:00,50580
9,353,0,10500,-4000,9500,-4000,2021/1/6 14:05,2021/1/6,14:05:00,50700
10,355.8,0,10500,-4000,9500,-4000,2021/1/6 14:06,2021/1/6,14:06:00,50760
11,358.6,0,10500,-4000,9500,-4000,2021/1/6 14:06,2021/1/6,14:06:00,50760
12,355.8,0,10500,-4000,9500,-4000,2021/1/6 14:09,2021/1/6,14:09:00,50940
13,354.4,0,10500,-4000,9500,-4000,2021/1/6 14:11,2021/1/6,14:11:00,51060
14,357.2,0,10500,-4000,9500,-4000,2021/1/6 14:12,2021/1/6,14:12:00,51120
15,357.2,0,11500,-4000,10500,-4000,2021/1/6 14:13,2021/1/6,14:13:00,51180
16,355.8,0,11500,-4000,10500,-4000,2021/1/6 14:13,2021/1/6,14:13:00,51180
17,353,0,11500,-4000,10500,-4000,2021/1/6 14:15,2021/1/6,14:15:00,51300
18,355.8,0,12500,-4000,11500,-4000,2021/1/6 14:16,2021/1/6,14:16:00,51360
19,0,0,12500,-4000,11500,-4000,2021/1/6 14:17,2021/1/6,14:17:00,51420
20,4.2,0,12500,-4000,11500,-4000,2021/1/6 14:19,2021/1/6,14:19:00,51540
21,8.4,0,12500,-4000,11500,-4000,2021/1/6 14:19,2021/1/6,14:19:00,51540
22,12.7,0,10500,-4000,9500,-4000,2021/1/6 14:20,2021/1/6,14:20:00,51600
23,33.7,0,9000,-4500,9500,-4000,2021/1/6 14:22,2021/1/6,14:22:00,51720
24,45,0,8000,-4500,8500,-4000,2021/1/6 14:23,2021/1/6,14:23:00,51780
25,50.6,0,7500,-5000,8000,-4500,2021/1/6 14:24,2021/1/6,14:24:00,51840
26,53.4,0,7500,-5000,8000,-4500,2021/1/6 14:24,2021/1/6,14:24:00,51840
27,52,0,7500,-5000,8000,-4500,2021/1/6 14:25,2021/1/6,14:25:00,51900
28,49.2,0,7500,-5000,8000,-4500,2021/1/6 14:27,2021/1/6,14:27:00,52020
29,43,0,7500,-5000,7500,-5000,2021/1/6 14:29,2021/1/6,14:29:00,52140
30,32.3,0,8000,-4500,7500,-5000,2021/1/6 14:33,2021/1/6,14:33:00,52380
31,15.5,0,6500,-5500,7500,-5000,2021/1/6 14:35,2021/1/6,14:35:00,52500
32,15.5,0,8500,-5000,7500,-5000,2021/1/6 14:35,2021/1/6,14:35:00,52500
33,2.8,0,9500,-5000,8500,-5000,2021/1/6 14:37,2021/1/6,14:37:00,52620
34,353,0,10500,-4500,9500,-4500,2021/1/6 14:39,2021/1/6,14:39:00,52740
35,248.78,0,10500,-4500,9500,-4500,2021/1/6 14:40,2021/1/6,14:40:00,52800
36,348.78,0,10500,-4500,9500,-4500,2021/1/6 14:40,2021/1/6,14:40:00,52800
37,344.78,0,10300,-4700,10500,-4500,2021/1/6 14:41,2021/1/6,14:41:00,52860
38,336.1,0,10500,-4700,10300,-4700,2021/1/6 14:44,2021/1/6,14:44:00,53040
39,336.1,0,10700,-4700,10500,-4700,2021/1/6 14:45,2021/1/6,14:45:00,53100
40,336.1,0,10500,-4900,10700,-4700,2021/1/6 14:46,2021/1/6,14:46:00,53160
41,336.1,0,10900,-4700,10700,-4700,2021/1/6 14:47,2021/1/6,14:47:00,53220
42,337.5,0,11100,-4700,10900,-4700,2021/1/6 14:49,2021/1/6,14:49:00,53340
43,345.9,0,10900,-4900,11100,-4700,2021/1/6 14:50,2021/1/6,14:50:00,53400
44,354.4,0,11900,-4900,10900,-4900,2021/1/6 14:51,2021/1/6,14:51:00,53460
45,353,0,11900,-4900,10900,-4900,2021/1/6 14:52,2021/1/6,14:52:00,53520
46,354.4,0,11900,-4900,10900,-4900,2021/1/6 14:54,2021/1/6,14:54:00,53640
47,353,0,11900,-4900,10900,-4900,2021/1/6 15:00,2021/1/6,15:00:00,54000
48,343.1,0,11900,-4900,10900,-4900,2021/1/6 15:00,2021/1/6,15:00:00,54000
49,347.3,0,11900,-4900,10900,-4900,2021/1/6 15:01,2021/1/6,15:01:00,54060
50,347.3,0,11900,-4900,10900,-4900,2021/1/6 15:03,2021/1/6,15:03:00,54180
51,347.3,0,11900,-4900,10900,-4900,2021/1/6 15:04,2021/1/6,15:04:00,54240
52,338.9,0,11100,-4900,10900,-4900,2021/1/6 15:05,2021/1/6,15:05:00,54300
53,340.3,0,11300,-4900,11100,-4900,2021/1/6 15:06,2021/1/6,15:06:00,54360
54,340.3,0,11100,-5100,11300,-4900,2021/1/6 15:07,2021/1/6,15:07:00,54420
55,338.9,0,11500,-4900,11300,-4900,2021/1/6 15:08,2021/1/6,15:08:00,54480
56,337.5,0,11700,-4900,11500,-4900,2021/1/6 15:09,2021/1/6,15:09:00,54540
57,337.5,0,11700,-4900,11500,-4900,2021/1/6 15:11,2021/1/6,15:11:00,54660
58,338.9,0,11900,-4900,11700,-4900,2021/1/6 15:12,2021/1/6,15:12:00,54720
59,341.7,0,11900,-4900,11900,-4900,2021/1/6 15:13,2021/1/6,15:13:00,54780
60,344.5,0,11700,-5100,11900,-4900,2021/1/6 15:14,2021/1/6,15:14:00,54840
61,355.8,0,12700,-5100,11700,-5100,2021/1/6 15:16,2021/1/6,15:16:00,54960
62,357.2,0,12000,-5100,11000,-5100,2021/1/6 15:17,2021/1/6,15:17:00,55020
63,355,0,13000,-5100,12000,-5100,2021/1/6 15:18,2021/1/6,15:18:00,55080
64,357.2,0,13000,-5100,12000,-5100,2021/1/6 15:19,2021/1/6,15:19:00,55140
65,4.2,0,13000,-5100,12000,-5100,2021/1/6 15:20,2021/1/6,15:20:00,55200
66,7,0,13000,-5100,12000,-5100,2021/1/6 15:20,2021/1/6,15:20:00,55200
67,2.8,0,11500,-5100,10500,-5100,2021/1/6 15:21,2021/1/6,15:21:00,55260
68,1.4,0,12500,-5100,11500,-5100,2021/1/6 15:22,2021/1/6,15:22:00,55320
69,2.8,0,13500,-5100,12500,-5100,2021/1/6 15:23,2021/1/6,15:23:00,55380
70,358.6,0,13500,-5100,12500,-5100,2021/1/6 15:23,2021/1/6,15:23:00,55380
71,354.4,0,14500,-5100,13500,-5100,2021/1/6 15:24,2021/1/6,15:24:00,55440
72,357.2,0,14500,-5100,13500,-5100,2021/1/6 15:26,2021/1/6,15:26:00,55560
73,32.2,0,14000,-4600,13500,-5100,2021/1/6 15:28,2021/1/6,15:28:00,55680
74,53.4,0,13500,-4600,13000,-5100,2021/1/6 15:29,2021/1/6,15:29:00,55740
75,80.2,0,9500,-5600,10000,-5100,2021/1/6 15:30,2021/1/6,15:30:00,55800
76,113.9,0,8500,-6100,9500,-5600,2021/1/6 15:30,2021/1/6,15:30:00,55800
77,156.1,0,7500,-6600,8500,-6100,2021/1/6 15:31,2021/1/6,15:31:00,55860
78,188.4,0,7500,-6600,8500,-6100,2021/1/6 15:32,2021/1/6,15:32:00,55920
79,251.2,0,7500,-6600,8500,-6100,2021/1/6 15:33,2021/1/6,15:33:00,55980
80,229.2,0,8500,-4000,7500,-6600,2021/1/6 15:33,2021/1/6,15:33:00,55980
81,232,0,8500,-6600,7500,-6600,2021/1/6 15:34,2021/1/6,15:34:00,56040
82,233.4,0,8500,-6600,8500,-6600,2021/1/6 15:35,2021/1/6,15:35:00,56100
83,226.4,0,9500,-6600,8500,-6600,2021/1/6 15:37,2021/1/6,15:37:00,56220
84,301.1,0,wrong,model not open,10000,-4000,2021/1/9 8:16,2021/1/9,8:16:00,29760
85,306.7,0,wrong,model not open,10000,-4000,2021/1/9 8:17,2021/1/9,8:17:00,29820
86,312.3,0,wrong,model not open,10000,-4000,2021/1/9 8:18,2021/1/9,8:18:00,29880
87,327.8,0,wrong,model not open,10000,-4000,2021/1/9 8:18,2021/1/9,8:18:00,29880
88,333.4,0,wrong,model not open,10000,-4300,2021/1/9 8:19,2021/1/9,8:19:00,29940
89,340.5,0,wrong,model not open,10000,-4300,2021/1/9 8:20,2021/1/9,8:20:00,30000
90,346.1,0,wrong,model not open,10000,-4300,2021/1/9 8:21,2021/1/9,8:21:00,30060
91,346.1,0,wrong,model not open,10000,-4300,2021/1/9 8:21,2021/1/9,8:21:00,30060
92,346.1,0,wrong,model not open,10000,-4300,2021/1/9 8:22,2021/1/9,8:22:00,30120
93,343.3,0,wrong,model not open,10000,-4300,2021/1/9 8:24,2021/1/9,8:24:00,30240
94,343.3,0,wrong,model not open,10000,-4300,2021/1/9 8:25,2021/1/9,8:25:00,30300
95,344.7,0,wrong,model not open,10000,-4300,2021/1/9 8:26,2021/1/9,8:26:00,30360
96,355.9,0,wrong,model not open,10000,-4300,2021/1/9 8:27,2021/1/9,8:27:00,30420
97,0.2,0,wrong,model not open,10000,-4300,2021/1/9 8:27,2021/1/9,8:27:00,30420
98,5.8,0,wrong,model not open,10000,-4300,2021/1/9 8:28,2021/1/9,8:28:00,30480
99,8.6,0,wrong,model not open,10000,-4300,2021/1/9 8:29,2021/1/9,8:29:00,30540
100,1.6,0,wrong,model not open,10000,-4300,2021/1/9 8:30,2021/1/9,8:30:00,30600
101,4.4,0,wrong,model not open,10000,-4300,2021/1/9 8:31,2021/1/9,8:31:00,30660
102,7.2,0,wrong,model not open,10000,-4300,2021/1/9 8:32,2021/1/9,8:32:00,30720
103,14.2,0,wrong,model not open,10000,-4300,2021/1/9 8:33,2021/1/9,8:33:00,30780
104,15.6,0,wrong,model not open,10000,-4300,2021/1/9 8:34,2021/1/9,8:34:00,30840
105,21.3,0,wrong,model not open,10000,-4300,2021/1/9 8:35,2021/1/9,8:35:00,30900
106,24.1,0,wrong,model not open,10000,-4300,2021/1/9 8:36,2021/1/9,8:36:00,30960
107,21.3,0,wrong,model not open,10000,-4300,2021/1/9 8:36,2021/1/9,8:36:00,30960
108,24.1,0,wrong,model not open,10000,-4300,2021/1/9 8:37,2021/1/9,8:37:00,31020
109,21.3,0,wrong,model not open,10000,-4300,2021/1/9 8:38,2021/1/9,8:38:00,31080
110,19.8,0,wrong,model not open,10000,-4300,2021/1/9 8:39,2021/1/9,8:39:00,31140
111,18.4,0,wrong,model not open,10000,-4300,2021/1/9 8:41,2021/1/9,8:41:00,31260
112,24.1,0,10000,-4300,10000,-4300,2021/1/9 8:43,2021/1/9,8:43:00,31380
113,28.3,0,10000,-4300,10000,-4300,2021/1/9 8:44,2021/1/9,8:44:00,31440
114,29.7,0,10000,-4300,10000,-4300,2021/1/9 8:45,2021/1/9,8:45:00,31500
115,31.1,0,10000,-4300,10000,-4300,2021/1/9 8:45,2021/1/9,8:45:00,31500
116,31.1,0,9500,-5050,10000,-4700,2021/1/9 8:46,2021/1/9,8:46:00,31560
117,25.5,0,10000,-5000,10000,-5000,2021/1/9 8:47,2021/1/9,8:47:00,31620
118,12.8,0,10200,-4800,10000,-5000,2021/1/9 8:49,2021/1/9,8:49:00,31740
119,355.9,0,10000,-4550,10000,-5000,2021/1/9 8:50,2021/1/9,8:50:00,31800
120,0.2,0,10000,-4550,10000,-4550,2021/1/9 8:50,2021/1/9,8:50:00,31800
121,353.1,0,10000,-4550,10000,-4550,2021/1/9 8:51,2021/1/9,8:51:00,31860
122,354.5,0,10000,-4550,10000,-4550,2021/1/9 8:52,2021/1/9,8:52:00,31920
123,353.1,0,10000,-4550,10000,-4550,2021/1/9 8:53,2021/1/9,8:53:00,31980
124,355.9,0,10000,-4550,10000,-4550,2021/1/9 8:54,2021/1/9,8:54:00,32040
125,357.3,0,10000,-4550,10000,-4550,2021/1/9 8:54,2021/1/9,8:54:00,32040
126,347.5,0,10000,-4550,10000,-4550,2021/1/9 8:55,2021/1/9,8:55:00,32100
127,340.5,0,10200,-4550,10000,-4550,2021/1/9 8:57,2021/1/9,8:57:00,32220
128,339.1,0,10400,-4550,10200,-4550,2021/1/9 8:58,2021/1/9,8:58:00,32280
129,339.1,0,10600,-4550,10400,-4550,2021/1/9 8:59,2021/1/9,8:59:00,32340
130,339.1,0,10800,-4550,10600,-4550,2021/1/9 8:59,2021/1/9,8:59:00,32340
131,340.5,0,11000,-4550,10800,-4550,2021/1/9 9:00,2021/1/9,9:00:00,32400
132,341.9,0,11000,-4550,11000,-4550,2021/1/9 9:01,2021/1/9,9:01:00,32460
133,334.8,0,11200,-4550,11000,-4550,2021/1/9 9:02,2021/1/9,9:02:00,32520
134,348.9,0,11000,-4750,11200,-4550,2021/1/9 9:02,2021/1/9,9:02:00,32520
135,350.3,0,10000,-4550,11000,-4750,2021/1/9 9:03,2021/1/9,9:03:00,32580
136,3,0,10000,-4550,10000,-4550,2021/1/9 9:05,2021/1/9,9:05:00,32700
137,8.6,350,9800,-4750,10000,-4550,2021/1/9 9:06,2021/1/9,9:06:00,32760
138,7.2,350,9600,-4950,9800,-4750,2021/1/9 9:07,2021/1/9,9:07:00,32820
139,10,350,9400,-5150,9600,-4950,2021/1/9 9:08,2021/1/9,9:08:00,32880
140,5.8,350,9400,-5150,9400,-5150,2021/1/9 9:08,2021/1/9,9:08:00,32880
141,4.4,350,9400,-5150,9400,-5150,2021/1/9 9:09,2021/1/9,9:09:00,32940
142,4.4,350,9400,-5150,9400,-5150,2021/1/9 9:10,2021/1/9,9:10:00,33000
143,0.2,350,9400,-5150,9400,-5150,2021/1/9 9:11,2021/1/9,9:11:00,33060
144,0.2,350,9400,-5150,9400,-5150,2021/1/9 9:12,2021/1/9,9:12:00,33120
145,339.1,350,9600,-5150,9400,-5150,2021/1/9 9:13,2021/1/9,9:13:00,33180
146,341.9,350,10000,-4550,9600,-5150,2021/1/9 9:14,2021/1/9,9:14:00,33240
147,339.1,350,10200,-4550,10000,-4550,2021/1/9 9:15,2021/1/9,9:15:00,33300
148,333.4,350,10400,-4550,10200,-4550,2021/1/9 9:16,2021/1/9,9:16:00,33360
149,333.4,350,10400,-4550,10200,-4550,2021/1/9 9:17,2021/1/9,9:17:00,33420
150,346.1,350,10000,-4550,10200,-4550,2021/1/9 9:17,2021/1/9,9:17:00,33420
151,348.9,350,10000,-4550,10000,-4550,2021/1/9 9:18,2021/1/9,9:18:00,33480
152,0.2,350,9800,-4750,10000,-4550,2021/1/9 9:19,2021/1/9,9:19:00,33540
153,357.3,350,10000,-4550,9800,-4750,2021/1/9 9:20,2021/1/9,9:20:00,33600
154,354.5,350,10000,-4550,9800,-4750,2021/1/9 9:22,2021/1/9,9:22:00,33720
155,358.8,350,10000,-4550,10000,-4550,2021/1/9 9:22,2021/1/9,9:22:00,33720
156,353.1,350,10000,-4550,10000,-4550,2021/1/9 9:23,2021/1/9,9:23:00,33780
157,353.1,350,10000,-4550,10000,-4550,2021/1/9 9:24,2021/1/9,9:24:00,33840
158,351.7,350,10000,-4550,10000,-4550,2021/1/9 9:25,2021/1/9,9:25:00,33900
159,358.8,350,10000,-4550,10000,-4550,2021/1/9 9:26,2021/1/9,9:26:00,33960
160,353.1,350,10000,-4550,10000,-4550,2021/1/9 9:26,2021/1/9,9:26:00,33960
161,1.6,350,9800,-4750,10000,-4550,2021/1/9 9:27,2021/1/9,9:27:00,34020
162,0.2,350,9600,-4950,9800,-4750,2021/1/9 9:28,2021/1/9,9:28:00,34080
163,5.8,350,9400,-5150,9600,-4950,2021/1/9 9:30,2021/1/9,9:30:00,34200
164,355.9,350,10000,-4550,9400,-5150,2021/1/9 9:31,2021/1/9,9:31:00,34260
165,0.2,350,10000,-4550,10000,-4550,2021/1/9 9:31,2021/1/9,9:31:00,34260
166,1.6,350,9800,-4750,10000,-4550,2021/1/9 9:32,2021/1/9,9:32:00,34320
167,0.2,350,9800,-4750,9800,-4750,2021/1/9 9:33,2021/1/9,9:33:00,34380
168,3,350,9600,-4950,9800,-4750,2021/1/9 9:34,2021/1/9,9:34:00,34440
169,1.6,350,9400,-5150,9600,-4950,2021/1/9 9:35,2021/1/9,9:35:00,34500
170,7.2,350,9200,-5350,9400,-5150,2021/1/9 9:35,2021/1/9,9:35:00,34500
171,354.5,350,10000,-4550,9200,-5150,2021/1/9 9:36,2021/1/9,9:36:00,34560
172,346.1,350,10000,-4550,9200,-5150,2021/1/9 9:38,2021/1/9,9:38:00,34680
173,348.9,350,10000,-4550,10000,-4550,2021/1/9 9:39,2021/1/9,9:39:00,34740
174,344.7,350,10000,-4550,10000,-4550,2021/1/9 9:40,2021/1/9,9:40:00,34800
175,355,350,10000,-4550,10000,-4550,2021/1/9 9:40,2021/1/9,9:40:00,34800
176,358.8,350,10000,-4550,10000,-4550,2021/1/9 9:41,2021/1/9,9:41:00,34860
177,354.5,350,10000,-4550,10000,-4550,2021/1/9 9:42,2021/1/9,9:42:00,34920
178,357.3,350,10000,-4550,10000,-4550,2021/1/9 9:43,2021/1/9,9:43:00,34980
179,7.2,350,9800,-4750,10000,-4550,2021/1/9 9:44,2021/1/9,9:44:00,35040
180,11.4,350,9600,-4950,9800,-4750,2021/1/9 9:44,2021/1/9,9:44:00,35040
181,8.6,350,9400,-5150,9600,-4950,2021/1/9 9:46,2021/1/9,9:46:00,35160
182,5.8,350,9200,-5350,9400,-5150,2021/1/9 9:47,2021/1/9,9:47:00,35220
183,14.2,350,9000,-5550,9200,-5350,2021/1/9 9:48,2021/1/9,9:48:00,35280
184,5.8,350,8800,-5750,9000,-5550,2021/1/9 9:49,2021/1/9,9:49:00,35340
185,358.8,350,10000,-4550,8800,-5750,2021/1/9 9:49,2021/1/9,9:49:00,35340
186,1.6,350,10200,-4350,10000,-4550,2021/1/9 9:50,2021/1/9,9:50:00,35400
187,355.9,350,10000,-4550,10200,-4350,2021/1/9 9:51,2021/1/9,9:51:00,35460
188,354.5,350,10000,-4550,10000,-4550,2021/1/9 9:52,2021/1/9,9:52:00,35520
189,346.1,350,10000,-4550,10000,-4550,2021/1/9 9:53,2021/1/9,9:53:00,35580
190,355.9,350,10000,-4550,10000,-4550,2021/1/9 9:54,2021/1/9,9:54:00,35640
191,350.3,350,10000,-4550,10000,-4550,2021/1/9 9:55,2021/1/9,9:55:00,35700
192,0.2,350,9800,-4750,10000,-4550,2021/1/9 9:56,2021/1/9,9:56:00,35760
193,358.8,350,10000,-4550,9800,-4750,2021/1/9 9:57,2021/1/9,9:57:00,35820
194,355.9,350,10000,-4550,9800,-4750,2021/1/9 9:58,2021/1/9,9:58:00,35880
195,4.4,350,9600,-4950,9800,-4750,2021/1/9 9:58,2021/1/9,9:58:00,35880
196,358.8,350,10000,-4550,9600,-4950,2021/1/9 9:59,2021/1/9,9:59:00,35940
197,354.5,350,10000,-4550,10000,-4550,2021/1/9 10:00,2021/1/9,10:00:00,36000
198,344.7,350,10000,-4550,10000,-4550,2021/1/9 10:01,2021/1/9,10:01:00,36060
199,350.3,350,10000,-4550,10000,-4550,2021/1/9 10:03,2021/1/9,10:03:00,36180
200,343.3,350,10000,-4550,10000,-4550,2021/1/9 10:03,2021/1/9,10:03:00,36180
201,346.1,350,10000,-4550,10000,-4550,2021/1/9 10:04,2021/1/9,10:04:00,36240
202,329.2,350,10200,-4550,10000,-4550,2021/1/9 10:05,2021/1/9,10:05:00,36300
203,330.6,350,10400,-4550,10200,-4550,2021/1/9 10:06,2021/1/9,10:06:00,36360
204,333.4,350,10000,-4750,10200,-4550,2021/1/9 10:07,2021/1/9,10:07:00,36420
205,343.3,350,10000,-4550,10000,-4750,2021/1/9 10:07,2021/1/9,10:07:00,36420
206,346.1,350,10000,-4550,10000,-4550,2021/1/9 10:08,2021/1/9,10:08:00,36480
207,333.4,350,10200,-4550,10000,-4550,2021/1/9 10:09,2021/1/9,10:09:00,36540
208,337.7,350,10400,-4550,10200,-4550,2021/1/9 10:11,2021/1/9,10:11:00,36660
209,341.9,350,10400,-4550,10400,-4550,2021/1/9 10:12,2021/1/9,10:12:00,36720
210,351.7,350,10000,-4550,10400,-4550,2021/1/9 10:12,2021/1/9,10:12:00,36720
211,346.1,350,10000,-4550,10000,-4550,2021/1/9 10:13,2021/1/9,10:13:00,36780
212,343.3,350,10200,-4550,10000,-4550,2021/1/9 10:14,2021/1/9,10:14:00,36840
213,354.5,350,10000,-4550,10200,-4550,2021/1/9 10:15,2021/1/9,10:15:00,36900
214,346.1,350,10000,-4550,10000,-4550,2021/1/9 10:16,2021/1/9,10:16:00,36960
215,353.1,350,10000,-4550,10000,-4550,2021/1/9 10:16,2021/1/9,10:16:00,36960
216,344.7,350,9800,-4750,10000,-4550,2021/1/9 10:17,2021/1/9,10:17:00,37020
217,343.3,350,10000,-4750,9800,-4750,2021/1/9 10:19,2021/1/9,10:19:00,37140
218,340.5,350,9800,-4950,10000,-4750,2021/1/9 10:20,2021/1/9,10:20:00,37200
219,333.4,350,10000,-4950,9800,-4950,2021/1/9 10:21,2021/1/9,10:21:00,37260
220,337.7,350,9800,-5150,10000,-4950,2021/1/9 10:21,2021/1/9,10:21:00,37260
221,337.7,350,9800,-5150,9800,-5150,2021/1/9 10:22,2021/1/9,10:22:00,37320
222,329.2,350,9800,-5150,9800,-5150,2021/1/9 10:23,2021/1/9,10:23:00,37380
223,333.4,350,9800,-5150,9800,-5150,2021/1/9 10:24,2021/1/9,10:24:00,37440
224,329.2,350,9600,-5350,9800,-5150,2021/1/9 10:25,2021/1/9,10:25:00,37500
225,327.8,350,9600,-5350,9600,-5350,2021/1/9 10:25,2021/1/9,10:25:00,37500
226,333.4,350,9600,-5350,9600,-5350,2021/1/9 10:27,2021/1/9,10:27:00,37620
227,327.8,350,9600,-5350,9600,-5350,2021/1/9 10:28,2021/1/9,10:28:00,37680
228,322.2,350,10500,-5350,10000,-5350,2021/1/9 10:29,2021/1/9,10:29:00,37740
