ID,ToolFace,TargetToolFace,ModelTorP,ModelTorN,TorP,TorN,outtime,date,time,ss
67,7.2,350,9800,-4750,10000,-4550,2021/1/9 9:44,2021/1/9,9:44:00,35040
68,11.4,350,9600,-4950,9800,-4750,2021/1/9 9:44,2021/1/9,9:44:00,35040
69,8.6,350,9400,-5150,9600,-4950,2021/1/9 9:46,2021/1/9,9:46:00,35160
70,5.8,350,9200,-5350,9400,-5150,2021/1/9 9:47,2021/1/9,9:47:00,35220
71,14.2,350,9000,-5550,9200,-5350,2021/1/9 9:48,2021/1/9,9:48:00,35280
72,5.8,350,8800,-5750,9000,-5550,2021/1/9 9:49,2021/1/9,9:49:00,35340
73,358.8,350,10000,-4550,8800,-5750,2021/1/9 9:49,2021/1/9,9:49:00,35340
74,1.6,350,10200,-4350,10000,-4550,2021/1/9 9:50,2021/1/9,9:50:00,35400
75,355.9,350,10000,-4550,10200,-4350,2021/1/9 9:51,2021/1/9,9:51:00,35460
76,354.5,350,10000,-4550,10000,-4550,2021/1/9 9:52,2021/1/9,9:52:00,35520
77,346.1,350,10000,-4550,10000,-4550,2021/1/9 9:53,2021/1/9,9:53:00,35580
78,355.9,350,10000,-4550,10000,-4550,2021/1/9 9:54,2021/1/9,9:54:00,35640
79,350.3,350,10000,-4550,10000,-4550,2021/1/9 9:55,2021/1/9,9:55:00,35700
80,0.2,350,9800,-4750,10000,-4550,2021/1/9 9:56,2021/1/9,9:56:00,35760
81,358.8,350,10000,-4550,9800,-4750,2021/1/9 9:57,2021/1/9,9:57:00,35820
82,355.9,350,10000,-4550,9800,-4750,2021/1/9 9:58,2021/1/9,9:58:00,35880
83,4.4,350,9600,-4950,9800,-4750,2021/1/9 9:58,2021/1/9,9:58:00,35880
84,358.8,350,10000,-4550,9600,-4950,2021/1/9 9:59,2021/1/9,9:59:00,35940
85,354.5,350,10000,-4550,10000,-4550,2021/1/9 10:00,2021/1/9,10:00:00,36000
86,344.7,350,10000,-4550,10000,-4550,2021/1/9 10:01,2021/1/9,10:01:00,36060
87,350.3,350,10000,-4550,10000,-4550,2021/1/9 10:03,2021/1/9,10:03:00,36180
88,343.3,350,10000,-4550,10000,-4550,2021/1/9 10:03,2021/1/9,10:03:00,36180
89,346.1,350,10000,-4550,10000,-4550,2021/1/9 10:04,2021/1/9,10:04:00,36240
90,329.2,350,10200,-4550,10000,-4550,2021/1/9 10:05,2021/1/9,10:05:00,36300
91,330.6,350,10400,-4550,10200,-4550,2021/1/9 10:06,2021/1/9,10:06:00,36360
92,333.4,350,10000,-4750,10200,-4550,2021/1/9 10:07,2021/1/9,10:07:00,36420
93,343.3,350,10000,-4550,10000,-4750,2021/1/9 10:07,2021/1/9,10:07:00,36420
94,346.1,350,10000,-4550,10000,-4550,2021/1/9 10:08,2021/1/9,10:08:00,36480
95,333.4,350,10200,-4550,10000,-4550,2021/1/9 10:09,2021/1/9,10:09:00,36540
96,337.7,350,10400,-4550,10200,-4550,2021/1/9 10:11,2021/1/9,10:11:00,36660
97,341.9,350,10400,-4550,10400,-4550,2021/1/9 10:12,2021/1/9,10:12:00,36720
98,351.7,350,10000,-4550,10400,-4550,2021/1/9 10:12,2021/1/9,10:12:00,36720
99,346.1,350,10000,-4550,10000,-4550,2021/1/9 10:13,2021/1/9,10:13:00,36780
100,343.3,350,10200,-4550,10000,-4550,2021/1/9 10:14,2021/1/9,10:14:00,36840
101,354.5,350,10000,-4550,10200,-4550,2021/1/9 10:15,2021/1/9,10:15:00,36900
102,346.1,350,10000,-4550,10000,-4550,2021/1/9 10:16,2021/1/9,10:16:00,36960
103,353.1,350,10000,-4550,10000,-4550,2021/1/9 10:16,2021/1/9,10:16:00,36960
104,344.7,350,9800,-4750,10000,-4550,2021/1/9 10:17,2021/1/9,10:17:00,37020
105,343.3,350,10000,-4750,9800,-4750,2021/1/9 10:19,2021/1/9,10:19:00,37140
106,340.5,350,9800,-4950,10000,-4750,2021/1/9 10:20,2021/1/9,10:20:00,37200
107,333.4,350,10000,-4950,9800,-4950,2021/1/9 10:21,2021/1/9,10:21:00,37260
108,337.7,350,9800,-5150,10000,-4950,2021/1/9 10:21,2021/1/9,10:21:00,37260
109,337.7,350,9800,-5150,9800,-5150,2021/1/9 10:22,2021/1/9,10:22:00,37320
110,329.2,350,9800,-5150,9800,-5150,2021/1/9 10:23,2021/1/9,10:23:00,37380
111,333.4,350,9800,-5150,9800,-5150,2021/1/9 10:24,2021/1/9,10:24:00,37440
112,329.2,350,9600,-5350,9800,-5150,2021/1/9 10:25,2021/1/9,10:25:00,37500
113,327.8,350,9600,-5350,9600,-5350,2021/1/9 10:25,2021/1/9,10:25:00,37500
114,333.4,350,9600,-5350,9600,-5350,2021/1/9 10:27,2021/1/9,10:27:00,37620
115,327.8,350,9600,-5350,9600,-5350,2021/1/9 10:28,2021/1/9,10:28:00,37680
116,322.2,350,10500,-5350,10000,-5350,2021/1/9 10:29,2021/1/9,10:29:00,37740
117,320.8,350,9500,-5400,10500,-4900,2021/1/9 10:30,2021/1/9,10:30:00,37800
118,318,350,10500,-4900,10500,-4900,2021/1/9 10:30,2021/1/9,10:30:00,37800
119,332,350,10500,-4900,10500,-4900,2021/1/9 10:31,2021/1/9,10:31:00,37860
120,340.5,350,10300,-5100,10500,-4900,2021/1/9 10:32,2021/1/9,10:32:00,37920
121,341.9,350,10100,-5300,10300,-5100,2021/1/9 10:33,2021/1/9,10:33:00,37980
122,274.4,350,10100,-5300,10100,-5300,2021/1/9 10:40,2021/1/9,10:40:00,38400
123,74.7,350,10100,-5300,10100,-5300,2021/1/9 10:41,2021/1/9,10:41:00,38460
124,142.2,350,10100,-5300,10100,-5300,2021/1/9 10:42,2021/1/9,10:42:00,38520
125,104.2,350,10100,-5300,10100,-5300,2021/1/9 10:43,2021/1/9,10:43:00,38580
126,154.8,350,7000,-4500,7000,-4500,2021/1/9 10:46,2021/1/9,10:46:00,38760
127,152,350,7000,-5000,7000,-5000,2021/1/9 10:47,2021/1/9,10:47:00,38820
128,119.7,350,7000,-5000,7000,-5000,2021/1/9 10:49,2021/1/9,10:49:00,38940
129,111.3,350,7000,-5000,7000,-5000,2021/1/9 10:49,2021/1/9,10:49:00,38940
130,97.2,350,7500,-4500,7000,-5000,2021/1/9 10:50,2021/1/9,10:50:00,39000
131,85.9,350,7500,-4500,7000,-5000,2021/1/9 10:51,2021/1/9,10:51:00,39060
132,76.1,350,7500,-4500,7000,-5000,2021/1/9 10:52,2021/1/9,10:52:00,39120
133,62,350,8000,-4000,7500,-4500,2021/1/9 10:52,2021/1/9,10:52:00,39120
134,57.8,350,8000,-4000,7500,-4500,2021/1/9 10:53,2021/1/9,10:53:00,39180
135,43.8,350,8000,-4500,7500,-5000,2021/1/9 10:54,2021/1/9,10:54:00,39240
136,31.1,350,8500,-4500,8000,-5000,2021/1/9 10:55,2021/1/9,10:55:00,39300
137,1.6,350,10200,-4800,10000,-5000,2021/1/9 10:57,2021/1/9,10:57:00,39420
138,0.2,350,11000,-4000,11000,-4000,2021/1/9 11:01,2021/1/9,11:01:00,39660
139,12.8,350,11000,-4000,11000,-4000,2021/1/9 11:01,2021/1/9,11:01:00,39660
140,5.8,350,11000,-4000,11000,-4000,2021/1/9 11:02,2021/1/9,11:02:00,39720
141,38.1,350,11000,-4000,11000,-4000,2021/1/9 11:03,2021/1/9,11:03:00,39780
142,52.2,350,10500,-5000,11000,-4500,2021/1/9 11:05,2021/1/9,11:05:00,39900
143,56.4,350,9500,-5800,10000,-5300,2021/1/9 11:06,2021/1/9,11:06:00,39960
144,46.6,350,9500,-5800,9500,-5800,2021/1/9 11:07,2021/1/9,11:07:00,40020
145,10,350,9700,-5600,9500,-5800,2021/1/9 11:07,2021/1/9,11:07:00,40020
146,355.9,350,11000,-4500,9500,-5000,2021/1/9 11:08,2021/1/9,11:08:00,40080
147,330.6,350,9700,-5000,9500,-5000,2021/1/9 11:09,2021/1/9,11:09:00,40140
148,326.4,350,10200,-5000,9700,-5000,2021/1/9 11:10,2021/1/9,11:10:00,40200
149,315.2,350,10800,-5000,10300,-5000,2021/1/9 11:10,2021/1/9,11:10:00,40200
150,310.9,350,11300,-5000,10800,-5000,2021/1/9 11:11,2021/1/9,11:11:00,40260
151,320.8,350,11200,-4500,11200,-4500,2021/1/9 11:13,2021/1/9,11:13:00,40380
152,315.2,350,11700,-4500,11200,-4500,2021/1/9 11:14,2021/1/9,11:14:00,40440
153,334.8,350,11800,-4700,12000,-4500,2021/1/9 11:15,2021/1/9,11:15:00,40500
154,1.6,350,11600,-4900,11800,-4700,2021/1/9 11:16,2021/1/9,11:16:00,40560
155,10,350,11200,-4900,11400,-4700,2021/1/9 11:16,2021/1/9,11:16:00,40560
156,57.8,350,10700,-5400,11200,-4900,2021/1/9 11:17,2021/1/9,11:17:00,40620
157,42.3,350,10200,-5900,10700,-5400,2021/1/9 11:18,2021/1/9,11:18:00,40680
158,63.4,350,10200,-5900,10700,-5400,2021/1/9 11:19,2021/1/9,11:19:00,40740
159,38.1,350,10700,-5400,10200,-5900,2021/1/9 11:19,2021/1/9,11:19:00,40740
160,347.5,350,11000,-4500,10700,-5400,2021/1/9 11:21,2021/1/9,11:21:00,40860
161,343.3,350,11200,-4500,11000,-4500,2021/1/9 11:22,2021/1/9,11:22:00,40920
162,333.4,350,11200,-4500,11000,-4500,2021/1/9 11:23,2021/1/9,11:23:00,40980
163,332,350,11400,-4500,11200,-4500,2021/1/9 11:24,2021/1/9,11:24:00,41040
164,334.8,350,11200,-4700,11400,-4500,2021/1/9 11:24,2021/1/9,11:24:00,41040
165,336.2,350,11600,-4500,11400,-4500,2021/1/9 11:25,2021/1/9,11:25:00,41100
166,350.3,350,11000,-4500,11400,-4500,2021/1/9 11:26,2021/1/9,11:26:00,41160
167,348.9,350,11200,-4700,11400,-4500,2021/1/9 11:27,2021/1/9,11:27:00,41220
168,354.5,350,11000,-4500,11500,-4500,2021/1/9 11:28,2021/1/9,11:28:00,41280
169,0.2,350,11300,-4700,11500,-4500,2021/1/9 11:30,2021/1/9,11:30:00,41400
170,19.8,350,10700,-5200,11200,-4700,2021/1/9 11:30,2021/1/9,11:30:00,41400
171,17,350,10800,-5200,11000,-5000,2021/1/9 11:31,2021/1/9,11:31:00,41460
172,12.8,350,11200,-4800,11000,-5000,2021/1/9 11:32,2021/1/9,11:32:00,41520
173,341.9,350,11200,-5000,11000,-5000,2021/1/9 11:33,2021/1/9,11:33:00,41580
174,358.8,350,11000,-4500,11500,-4800,2021/1/9 11:34,2021/1/9,11:34:00,41640
175,339.1,350,11300,-5000,11500,-4800,2021/1/9 11:34,2021/1/9,11:34:00,41640
176,346.1,350,11200,-4800,11000,-4800,2021/1/9 11:35,2021/1/9,11:35:00,41700
177,341.9,350,10800,-5000,11000,-4800,2021/1/9 11:36,2021/1/9,11:36:00,41760
178,348.9,350,11000,-4800,11000,-4800,2021/1/9 11:38,2021/1/9,11:38:00,41880
179,340.5,350,11000,-4800,11000,-4800,2021/1/9 11:39,2021/1/9,11:39:00,41940
180,337.7,350,11200,-4800,11000,-4800,2021/1/9 11:39,2021/1/9,11:39:00,41940
181,346.1,350,11200,-4700,11200,-4700,2021/1/9 11:40,2021/1/9,11:40:00,42000
182,339.1,350,11200,-4700,11200,-4700,2021/1/9 11:41,2021/1/9,11:41:00,42060
183,339.1,350,11400,-4700,11200,-4700,2021/1/9 11:42,2021/1/9,11:42:00,42120
184,344.7,350,11200,-4700,11200,-4700,2021/1/9 11:43,2021/1/9,11:43:00,42180
185,346.1,350,11200,-4700,11200,-4700,2021/1/9 11:43,2021/1/9,11:43:00,42180
186,354.5,350,11000,-4500,11200,-4700,2021/1/9 11:44,2021/1/9,11:44:00,42240
187,346.1,350,10500,-4500,10300,-4500,2021/1/9 11:46,2021/1/9,11:46:00,42360
188,351.7,350,11000,-4500,10300,-4500,2021/1/9 11:47,2021/1/9,11:47:00,42420
189,354.5,350,11000,-4500,10300,-4500,2021/1/9 11:48,2021/1/9,11:48:00,42480
190,351.7,350,11000,-4500,10300,-4500,2021/1/9 11:48,2021/1/9,11:48:00,42480
191,348.9,350,11000,-4500,10300,-4500,2021/1/9 11:49,2021/1/9,11:49:00,42540
192,339.1,350,10500,-4500,10300,-4500,2021/1/9 11:50,2021/1/9,11:50:00,42600
193,350.3,350,11000,-4500,10550,-4500,2021/1/9 11:51,2021/1/9,11:51:00,42660
194,350.3,350,11000,-4500,10550,-4500,2021/1/9 11:51,2021/1/9,11:51:00,42660
195,357.3,350,11000,-4500,10550,-4500,2021/1/9 11:52,2021/1/9,11:52:00,42720
196,347.5,350,10550,-4500,10550,-4500,2021/1/9 11:54,2021/1/9,11:54:00,42840
197,334.8,350,10750,-4500,10550,-4500,2021/1/9 11:55,2021/1/9,11:55:00,42900
198,346.1,350,10350,-4700,10550,-4500,2021/1/9 11:56,2021/1/9,11:56:00,42960
199,355.9,350,11000,-4500,10550,-4500,2021/1/9 11:57,2021/1/9,11:57:00,43020
200,350.3,350,10350,-4700,10550,-4500,2021/1/9 11:57,2021/1/9,11:57:00,43020
201,357.3,350,11000,-4500,10550,-4500,2021/1/9 11:58,2021/1/9,11:58:00,43080
202,354.5,350,11000,-4500,10550,-4500,2021/1/9 11:59,2021/1/9,11:59:00,43140
203,358.8,350,11000,-4500,10550,-4500,2021/1/9 12:00,2021/1/9,12:00:00,43200
204,1.6,350,10350,-4700,10550,-4500,2021/1/9 12:01,2021/1/9,12:01:00,43260
205,355.9,350,11000,-4500,10550,-4500,2021/1/9 12:02,2021/1/9,12:02:00,43320
206,358.8,350,11000,-4500,10550,-4500,2021/1/9 12:03,2021/1/9,12:03:00,43380
207,355.9,350,11000,-4500,10550,-4500,2021/1/9 12:04,2021/1/9,12:04:00,43440
208,0.2,350,10350,-4700,10550,-4500,2021/1/9 12:05,2021/1/9,12:05:00,43500
209,354.5,350,11000,-4500,10550,-4500,2021/1/9 12:06,2021/1/9,12:06:00,43560
210,355.9,350,11000,-4500,10550,-4500,2021/1/9 12:06,2021/1/9,12:06:00,43560
211,358.8,350,11000,-4500,10550,-4500,2021/1/9 12:07,2021/1/9,12:07:00,43620
212,357.3,350,11000,-4500,10550,-4500,2021/1/9 12:08,2021/1/9,12:08:00,43680
213,358.8,350,11000,-4500,10550,-4500,2021/1/9 12:09,2021/1/9,12:09:00,43740
214,336.2,350,10750,-4500,10550,-4500,2021/1/9 12:11,2021/1/9,12:11:00,43860
215,347.5,350,11000,-4500,10550,-4500,2021/1/9 12:11,2021/1/9,12:11:00,43860
216,350.3,350,10350,-4700,10550,-4500,2021/1/9 12:12,2021/1/9,12:12:00,43920
217,351.7,350,10350,-4700,10550,-4500,2021/1/9 12:13,2021/1/9,12:13:00,43980
218,330.6,350,11050,-4500,10550,-4500,2021/1/9 12:14,2021/1/9,12:14:00,44040
219,357.3,350,11000,-4500,10550,-4500,2021/1/9 12:15,2021/1/9,12:15:00,44100
220,357.3,350,11000,-4500,10550,-4500,2021/1/9 12:15,2021/1/9,12:15:00,44100
221,3,350,10350,-4700,10550,-4500,2021/1/9 12:16,2021/1/9,12:16:00,44160
222,4.4,350,10350,-4700,10550,-4500,2021/1/9 12:17,2021/1/9,12:17:00,44220
223,10,350,10350,-4700,10550,-4500,2021/1/9 12:19,2021/1/9,12:19:00,44340
224,3,350,10350,-4700,10550,-4500,2021/1/9 12:20,2021/1/9,12:20:00,44400
225,1.6,350,10150,-4900,10350,-4700,2021/1/9 12:20,2021/1/9,12:20:00,44400
226,3,350,10150,-4900,10350,-4700,2021/1/9 12:21,2021/1/9,12:21:00,44460
227,353.1,350,11000,-4500,10150,-4900,2021/1/9 12:22,2021/1/9,12:22:00,44520
228,357.3,350,11000,-4500,11000,-4500,2021/1/9 12:23,2021/1/9,12:23:00,44580
229,358.8,350,11000,-4500,11000,-4500,2021/1/9 12:24,2021/1/9,12:24:00,44640
230,5.8,350,10800,-4700,11000,-4500,2021/1/9 12:24,2021/1/9,12:24:00,44640
231,15.6,350,10600,-4900,10800,-4700,2021/1/9 12:25,2021/1/9,12:25:00,44700
232,0.2,350,10400,-5100,10600,-4900,2021/1/9 12:27,2021/1/9,12:27:00,44820
233,351.7,350,11000,-4500,10600,-4900,2021/1/9 12:28,2021/1/9,12:28:00,44880
234,347.5,350,10800,-4900,10600,-4900,2021/1/9 12:29,2021/1/9,12:29:00,44940
235,353.1,350,11000,-4500,10800,-4900,2021/1/9 12:29,2021/1/9,12:29:00,44940
236,346.1,350,10600,-5100,10800,-4900,2021/1/9 12:30,2021/1/9,12:30:00,45000
237,10,350,10800,-4900,10800,-4900,2021/1/9 12:39,2021/1/9,12:39:00,45540
238,24.1,350,10800,-4900,10800,-4900,2021/1/9 12:40,2021/1/9,12:40:00,45600
239,22.7,350,10800,-4900,10800,-4900,2021/1/9 12:41,2021/1/9,12:41:00,45660
240,24.1,350,10800,-4900,10800,-4900,2021/1/9 12:41,2021/1/9,12:41:00,45660
241,28.3,350,10300,-5400,10800,-4900,2021/1/9 12:43,2021/1/9,12:43:00,45780
242,32.5,350,9800,-5900,10300,-5400,2021/1/9 12:44,2021/1/9,12:44:00,45840
243,22.7,350,9300,-6400,9800,-5900,2021/1/9 12:45,2021/1/9,12:45:00,45900
244,19.8,350,9300,-6400,9300,-6400,2021/1/9 12:46,2021/1/9,12:46:00,45960
245,357.3,350,10800,-4900,9300,-6400,2021/1/9 12:46,2021/1/9,12:46:00,45960
246,336.2,350,11000,-4900,10800,-4900,2021/1/9 12:47,2021/1/9,12:47:00,46020
247,323.6,350,11500,-4900,11000,-4900,2021/1/9 12:48,2021/1/9,12:48:00,46080
248,337.7,350,10800,-5100,11000,-4900,2021/1/9 12:49,2021/1/9,12:49:00,46140
249,336.2,350,11200,-4900,11000,-4900,2021/1/9 12:50,2021/1/9,12:50:00,46200
250,339.1,350,11000,-5100,11200,-4900,2021/1/9 12:52,2021/1/9,12:52:00,46320
251,339.1,350,11200,-5100,11000,-5100,2021/1/9 12:52,2021/1/9,12:52:00,46320
252,341.9,350,11200,-5100,11200,-5100,2021/1/9 12:53,2021/1/9,12:53:00,46380
253,341.9,350,11400,-5100,11200,-5100,2021/1/9 12:54,2021/1/9,12:54:00,46440
254,350.3,350,11000,-5300,11200,-5100,2021/1/9 12:55,2021/1/9,12:55:00,46500
255,350.3,350,10800,-4900,11000,-5300,2021/1/9 12:55,2021/1/9,12:55:00,46500
256,329.2,350,11300,-4900,10800,-4900,2021/1/9 12:56,2021/1/9,12:56:00,46560
257,340.5,350,11500,-4900,11300,-4900,2021/1/9 12:57,2021/1/9,12:57:00,46620
258,351.7,350,10800,-4900,11500,-4900,2021/1/9 12:58,2021/1/9,12:58:00,46680
259,21.3,350,11000,-5400,11500,-4900,2021/1/9 13:00,2021/1/9,13:00:00,46800
260,38.1,350,10500,-5900,11000,-5400,2021/1/9 13:00,2021/1/9,13:00:00,46800
261,26.9,350,11000,-5400,10500,-5900,2021/1/9 13:01,2021/1/9,13:01:00,46860
262,36.7,350,10500,-5900,11000,-5400,2021/1/9 13:02,2021/1/9,13:02:00,46920
263,5.8,350,10700,-5700,10500,-5900,2021/1/9 13:03,2021/1/9,13:03:00,46980
264,327.8,350,10900,-5700,10700,-5700,2021/1/9 13:04,2021/1/9,13:04:00,47040
265,329.2,350,11100,-5700,10900,-5700,2021/1/9 13:05,2021/1/9,13:05:00,47100
266,330.6,350,10900,-5900,11100,-5700,2021/1/9 13:06,2021/1/9,13:06:00,47160
267,10,350,10400,-4900,10400,-4900,2021/1/9 13:13,2021/1/9,13:13:00,47580
268,14.2,350,10400,-4900,10400,-4900,2021/1/9 13:13,2021/1/9,13:13:00,47580
269,14.2,350,9700,-4900,9700,-4900,2021/1/9 13:14,2021/1/9,13:14:00,47640
270,357.3,350,9700,-4900,9700,-4900,2021/1/9 13:16,2021/1/9,13:16:00,47760
271,354.5,350,10000,-4700,10000,-4700,2021/1/9 13:17,2021/1/9,13:17:00,47820
272,346.1,350,10200,-4700,10000,-4700,2021/1/9 13:18,2021/1/9,13:18:00,47880
273,336.2,350,10200,-4500,10000,-4500,2021/1/9 13:19,2021/1/9,13:19:00,47940
274,350.3,350,10000,-4700,10000,-4500,2021/1/9 13:19,2021/1/9,13:19:00,47940
275,343.3,350,10000,-4500,10000,-4500,2021/1/9 13:20,2021/1/9,13:20:00,48000
276,0.2,350,9800,-4700,10000,-4500,2021/1/9 13:21,2021/1/9,13:21:00,48060
277,7.2,350,9800,-4700,10000,-4500,2021/1/9 13:22,2021/1/9,13:22:00,48120
278,11.4,350,10000,-4500,9800,-4700,2021/1/9 13:24,2021/1/9,13:24:00,48240
279,5.8,350,9800,-4700,10000,-4500,2021/1/9 13:25,2021/1/9,13:25:00,48300
280,11.4,350,9600,-4900,9800,-4700,2021/1/9 13:26,2021/1/9,13:26:00,48360
281,7.2,350,9400,-5100,9600,-4900,2021/1/9 13:27,2021/1/9,13:27:00,48420
282,7.2,350,9200,-5300,9400,-5100,2021/1/9 13:27,2021/1/9,13:27:00,48420
283,353.1,350,10000,-4700,9200,-5300,2021/1/9 13:28,2021/1/9,13:28:00,48480
