ID,tf1,tf2,tf3,tf4,tf5,TargetToolFace,ModelTorP,ModelTorN,TorP,TorN,outtime,date,time,ss
1,36.7,29.7,21.3,11.4,8.6,0,8850,-5850,9350,-5350,2021/1/14 11:32,2021/1/14,11:32:00,41520
2,52.2,36.7,29.7,21.3,11.4,30,8650,-6550,8850,-6350,2021/1/14 11:33,2021/1/14,11:33:00,41580
3,59.2,52.2,36.7,29.7,21.3,30,8650,-6550,8850,-6350,2021/1/14 11:33,2021/1/14,11:33:00,41580
4,63.4,59.2,52.2,36.7,29.7,30,8150,-7050,8650,-6550,2021/1/14 11:34,2021/1/14,11:34:00,41640
5,49.4,63.4,59.2,52.2,36.7,30,8150,-7050,8150,-7050,2021/1/14 11:35,2021/1/14,11:35:00,41700
6,42.3,49.4,63.4,59.2,52.2,30,8350,-6850,8150,-7050,2021/1/14 11:36,2021/1/14,11:36:00,41760
7,36.7,42.3,49.4,63.4,59.2,30,9350,-5350,8350,-6850,2021/1/14 11:36,2021/1/14,11:36:00,41760
8,28.3,36.7,42.3,49.4,63.4,30,9350,-5350,9350,-5350,2021/1/14 11:37,2021/1/14,11:37:00,41820
9,12.8,28.3,36.7,42.3,49.4,30,9550,-5350,9350,-5350,2021/1/14 11:39,2021/1/14,11:39:00,41940
10,8.6,12.8,28.3,36.7,42.3,30,9750,-5350,9550,-5350,2021/1/14 11:40,2021/1/14,11:40:00,42000
11,10,8.6,12.8,28.3,36.7,30,9950,-5350,9750,-5350,2021/1/14 11:41,2021/1/14,11:41:00,42060
12,11.4,10,8.6,12.8,28.3,30,10150,-5350,9950,-5350,2021/1/14 11:42,2021/1/14,11:42:00,42120
13,8.6,11.4,10,8.6,12.8,30,10350,-5350,10150,-5350,2021/1/14 11:42,2021/1/14,11:42:00,42120
14,10,8.6,11.4,10,8.6,30,10550,-5350,10350,-5350,2021/1/14 11:43,2021/1/14,11:43:00,42180
15,7.2,10,8.6,11.4,10,30,10750,-5350,10550,-5350,2021/1/14 11:44,2021/1/14,11:44:00,42240
16,3,7.2,10,8.6,11.4,30,10950,-5350,10750,-5350,2021/1/14 11:45,2021/1/14,11:45:00,42300
17,5.8,3,7.2,10,8.6,30,11150,-5350,10950,-5350,2021/1/14 11:46,2021/1/14,11:46:00,42360
18,43.8,5.8,3,7.2,10,30,10950,-5550,11150,-5350,2021/1/14 11:56,2021/1/14,11:56:00,42960
19,46.6,43.8,5.8,3,7.2,30,10950,-5550,11150,-5350,2021/1/14 11:56,2021/1/14,11:56:00,42960
20,46.6,46.6,43.8,5.8,3,30,10750,-5750,10950,-5550,2021/1/14 11:57,2021/1/14,11:57:00,43020
21,45.2,46.6,46.6,43.8,5.8,30,10750,-5750,10950,-5550,2021/1/14 11:58,2021/1/14,11:58:00,43080
22,48,45.2,46.6,46.6,43.8,30,10550,-5950,10750,-5750,2021/1/14 11:59,2021/1/14,11:59:00,43140
23,52.2,48,45.2,46.6,46.6,30,10350,-6150,10550,-5950,2021/1/14 12:00,2021/1/14,12:00:00,43200
24,55,52.2,48,45.2,46.6,30,10150,-6350,10350,-6150,2021/1/14 12:00,2021/1/14,12:00:00,43200
25,55,55,52.2,48,45.2,30,9300,-6550,9500,-6350,2021/1/14 12:01,2021/1/14,12:01:00,43260
26,56.4,55,55,52.2,48,30,8450,-6750,8650,-6550,2021/1/14 12:02,2021/1/14,12:02:00,43320
27,55,56.4,55,55,52.2,30,7150,-6950,7350,-6750,2021/1/14 12:04,2021/1/14,12:04:00,43440
28,59.2,55,56.4,55,55,30,9350,-5350,7150,-6950,2021/1/14 12:05,2021/1/14,12:05:00,43500
29,60.6,59.2,55,56.4,55,30,9350,-5350,7150,-6950,2021/1/14 12:06,2021/1/14,12:06:00,43560
30,59.2,60.6,59.2,55,56.4,30,7150,-6950,7150,-6950,2021/1/14 12:06,2021/1/14,12:06:00,43560
31,60.6,59.2,60.6,59.2,55,30,9350,-5350,7150,-6950,2021/1/14 12:07,2021/1/14,12:07:00,43620
32,59.2,60.6,59.2,60.6,59.2,30,9350,-5350,7150,-6950,2021/1/14 12:08,2021/1/14,12:08:00,43680
33,56.4,59.2,60.6,59.2,60.6,30,7150,-6950,7150,-6950,2021/1/14 12:09,2021/1/14,12:09:00,43740
34,57.8,56.4,59.2,60.6,59.2,30,7150,-6950,7150,-6950,2021/1/14 12:09,2021/1/14,12:09:00,43740
35,53.6,57.8,56.4,59.2,60.6,10,7150,-6950,7150,-6950,2021/1/14 12:10,2021/1/14,12:10:00,43800
36,48,53.6,57.8,56.4,59.2,10,7150,-6950,7150,-6950,2021/1/14 12:12,2021/1/14,12:12:00,43920
37,43.8,48,53.6,57.8,56.4,10,7150,-6950,7150,-6950,2021/1/14 12:13,2021/1/14,12:13:00,43980
38,42.3,43.8,48,53.6,57.8,10,7400,-6950,7400,-6950,2021/1/14 12:14,2021/1/14,12:14:00,44040
39,32.5,42.3,43.8,48,53.6,10,8200,-6750,8000,-6950,2021/1/14 12:14,2021/1/14,12:14:00,44040
40,36.7,32.5,42.3,43.8,48,10,8200,-6750,8200,-6750,2021/1/14 12:15,2021/1/14,12:15:00,44100
41,33.9,36.7,32.5,42.3,43.8,10,8000,-6950,8200,-6750,2021/1/14 12:16,2021/1/14,12:16:00,44160
42,32.5,33.9,36.7,32.5,42.3,10,7800,-7150,8000,-6950,2021/1/14 12:17,2021/1/14,12:17:00,44220
43,31.1,32.5,33.9,36.7,32.5,10,7800,-7150,7800,-7150,2021/1/14 12:18,2021/1/14,12:18:00,44280
44,29.7,31.1,32.5,33.9,36.7,10,7800,-7150,7800,-7150,2021/1/14 12:18,2021/1/14,12:18:00,44280
45,25.5,29.7,31.1,32.5,33.9,10,7800,-7150,7800,-7150,2021/1/14 12:20,2021/1/14,12:20:00,44400
46,22.7,25.5,29.7,31.1,32.5,10,8000,-6950,7800,-7150,2021/1/14 12:21,2021/1/14,12:21:00,44460
47,25.5,22.7,25.5,29.7,31.1,10,7800,-7150,8000,-6950,2021/1/14 12:22,2021/1/14,12:22:00,44520
48,25.5,25.5,22.7,25.5,29.7,10,7600,-7350,7800,-7150,2021/1/14 12:23,2021/1/14,12:23:00,44580
49,24.1,25.5,25.5,22.7,25.5,10,9350,-5350,7600,-7350,2021/1/14 12:23,2021/1/14,12:23:00,44580
50,22.7,24.1,25.5,25.5,22.7,10,9350,-5350,9350,-5350,2021/1/14 12:24,2021/1/14,12:24:00,44640
51,18.4,22.7,24.1,25.5,25.5,10,9350,-5350,9350,-5350,2021/1/14 12:25,2021/1/14,12:25:00,44700
52,19.8,18.4,22.7,24.1,25.5,10,9350,-5350,9350,-5350,2021/1/14 12:26,2021/1/14,12:26:00,44760
53,19.8,19.8,18.4,22.7,24.1,10,9350,-5350,9350,-5350,2021/1/14 12:27,2021/1/14,12:27:00,44820
54,14.2,19.8,19.8,18.4,22.7,10,9350,-5350,9350,-5350,2021/1/14 12:28,2021/1/14,12:28:00,44880
55,8.6,14.2,19.8,19.8,18.4,10,9350,-5350,9350,-5350,2021/1/14 12:29,2021/1/14,12:29:00,44940
56,8.6,8.6,14.2,19.8,19.8,10,9350,-5350,9350,-5350,2021/1/14 12:30,2021/1/14,12:30:00,45000
57,12.8,8.6,8.6,14.2,19.8,10,9350,-5350,9350,-5350,2021/1/14 12:31,2021/1/14,12:31:00,45060
58,14.2,12.8,8.6,8.6,14.2,10,9350,-5350,9350,-5350,2021/1/14 12:32,2021/1/14,12:32:00,45120
59,12.8,14.2,12.8,8.6,8.6,10,9350,-5350,9350,-5350,2021/1/14 12:32,2021/1/14,12:32:00,45120
