,ToolFace,TargetToolFace,TorP,TorN,outtime,date,time,ss
146,7.2,15,12000,-5550,2021/1/14 14:07,2021/1/14,14:07:00,50820
147,10.0,15,12000,-5550,2021/1/14 14:08,2021/1/14,14:08:00,50880
148,19.8,15,11350,-5350,2021/1/14 14:09,2021/1/14,14:09:00,50940
149,10.0,15,11350,-5350,2021/1/14 14:09,2021/1/14,14:09:00,50940
150,8.6,15,11350,-5350,2021/1/14 14:10,2021/1/14,14:10:00,51000
151,12.8,15,11350,-5350,2021/1/14 14:11,2021/1/14,14:11:00,51060
152,10.0,15,11350,-5350,2021/1/14 14:12,2021/1/14,14:12:00,51120
153,12.8,15,11350,-5350,2021/1/14 14:12,2021/1/14,14:12:00,51120
154,15.6,15,11350,-5350,2021/1/14 14:13,2021/1/14,14:13:00,51180
155,12.8,15,11350,-5350,2021/1/14 14:15,2021/1/14,14:15:00,51300
156,17.0,15,11350,-5350,2021/1/14 14:16,2021/1/14,14:16:00,51360
157,10.0,15,11350,-5350,2021/1/14 14:17,2021/1/14,14:17:00,51420
158,17.0,15,11350,-5350,2021/1/14 14:18,2021/1/14,14:18:00,51480
159,14.2,15,11350,-5350,2021/1/14 14:18,2021/1/14,14:18:00,51480
160,15.6,15,11350,-5350,2021/1/14 14:19,2021/1/14,14:19:00,51540
161,24.1,15,11000,-5350,2021/1/14 14:26,2021/1/14,14:26:00,51960
162,21.3,10,11350,-5350,2021/1/14 14:26,2021/1/14,14:26:00,51960
163,21.3,10,10000,-5550,2021/1/14 14:27,2021/1/14,14:27:00,52020
164,22.7,10,9800,-5750,2021/1/14 14:28,2021/1/14,14:28:00,52080
165,19.8,10,9600,-5950,2021/1/14 14:29,2021/1/14,14:29:00,52140
166,19.8,10,9600,-5950,2021/1/14 14:30,2021/1/14,14:30:00,52200
167,18.4,10,9600,-5950,2021/1/14 14:31,2021/1/14,14:31:00,52260
168,19.8,10,9600,-5950,2021/1/14 14:32,2021/1/14,14:32:00,52320
169,22.7,10,9600,-5950,2021/1/14 14:33,2021/1/14,14:33:00,52380
170,25.5,10,9400,-6150,2021/1/14 14:34,2021/1/14,14:34:00,52440
171,17.0,10,9400,-6150,2021/1/14 14:35,2021/1/14,14:35:00,52500
172,25.5,10,9400,-6150,2021/1/14 14:35,2021/1/14,14:35:00,52500
173,17.0,10,9200,-6350,2021/1/14 14:36,2021/1/14,14:36:00,52560
174,22.7,10,9000,-5350,2021/1/14 14:37,2021/1/14,14:37:00,52620
175,21.3,10,9000,-5350,2021/1/14 14:38,2021/1/14,14:38:00,52680
176,15.6,10,8800,-5550,2021/1/14 14:40,2021/1/14,14:40:00,52800
177,40.9,10,8800,-5550,2021/1/14 14:41,2021/1/14,14:41:00,52860
178,289.8,10,9300,-5550,2021/1/14 15:17,2021/1/14,15:17:00,55020
179,273.0,10,10300,-5050,2021/1/14 15:18,2021/1/14,15:18:00,55080
180,258.9,10,10300,-5050,2021/1/14 15:19,2021/1/14,15:19:00,55140
181,251.9,10,10800,-5050,2021/1/14 15:20,2021/1/14,15:20:00,55200
182,242.0,10,12300,-4550,2021/1/14 15:20,2021/1/14,15:20:00,55200
183,235.0,10,13300,-4550,2021/1/14 15:21,2021/1/14,15:21:00,55260
184,229.4,10,14800,-4550,2021/1/14 15:22,2021/1/14,15:22:00,55320
185,220.9,10,15800,-4550,2021/1/14 15:23,2021/1/14,15:23:00,55380
186,257.5,10,10800,-4550,2021/1/14 15:30,2021/1/14,15:30:00,55800
187,7.2,10,10000,-4550,2021/1/14 15:43,2021/1/14,15:43:00,56580
188,5.8,10,10000,-4550,2021/1/14 15:44,2021/1/14,15:44:00,56640
189,4.4,10,10500,-4550,2021/1/14 15:45,2021/1/14,15:45:00,56700
190,1.6,10,10500,-4050,2021/1/14 15:46,2021/1/14,15:46:00,56760
191,355.9,10,11500,-4050,2021/1/14 15:47,2021/1/14,15:47:00,56820
192,355.9,10,12200,-3550,2021/1/14 15:47,2021/1/14,15:47:00,56820
193,351.7,10,12400,-3550,2021/1/14 15:48,2021/1/14,15:48:00,56880
194,347.5,10,13100,-3550,2021/1/14 15:50,2021/1/14,15:50:00,57000
195,344.7,10,13100,-3550,2021/1/14 15:51,2021/1/14,15:51:00,57060
196,344.7,10,13300,-3550,2021/1/14 15:52,2021/1/14,15:52:00,57120
197,355.9,10,13500,-3550,2021/1/14 15:52,2021/1/14,15:52:00,57120
198,1.6,10,13300,-3750,2021/1/14 15:53,2021/1/14,15:53:00,57180
199,4.4,10,12800,-4550,2021/1/14 15:54,2021/1/14,15:54:00,57240
200,7.2,10,10000,-4550,2021/1/14 15:55,2021/1/14,15:55:00,57300
201,10.0,10,10000,-4550,2021/1/14 15:56,2021/1/14,15:56:00,57360
202,12.8,10,10000,-4550,2021/1/14 15:56,2021/1/14,15:56:00,57360
203,21.3,10,11000,-4550,2021/1/14 15:58,2021/1/14,15:58:00,57480
204,22.7,10,10300,-4750,2021/1/14 15:59,2021/1/14,15:59:00,57540
205,26.9,10,10300,-4750,2021/1/14 16:00,2021/1/14,16:00:00,57600
206,31.1,10,9800,-4750,2021/1/14 16:01,2021/1/14,16:01:00,57660
207,35.3,10,9100,-4950,2021/1/14 16:01,2021/1/14,16:01:00,57660
208,38.1,10,8900,-5150,2021/1/14 16:02,2021/1/14,16:02:00,57720
209,40.9,10,8200,-5350,2021/1/14 16:03,2021/1/14,16:03:00,57780
210,40.9,10,7700,-5850,2021/1/14 16:04,2021/1/14,16:04:00,57840
211,43.8,10,7200,-6350,2021/1/14 16:05,2021/1/14,16:05:00,57900
212,46.6,10,7000,-6500,2021/1/14 16:07,2021/1/14,16:07:00,58020
213,50.8,10,8500,-5500,2021/1/14 16:07,2021/1/14,16:07:00,58020
214,350.3,10,10000,-5000,2021/1/14 16:48,2021/1/14,16:48:00,60480
215,347.5,10,12050,-5000,2021/1/14 16:48,2021/1/14,16:48:00,60480
216,344.7,10,12250,-5000,2021/1/14 16:49,2021/1/14,16:49:00,60540
217,339.1,10,12450,-5000,2021/1/14 16:50,2021/1/14,16:50:00,60600
218,337.7,10,12450,-5000,2021/1/14 16:51,2021/1/14,16:51:00,60660
219,334.8,10,12950,-5000,2021/1/14 16:52,2021/1/14,16:52:00,60720
220,332.0,10,13450,-4850,2021/1/14 16:52,2021/1/14,16:52:00,60720
221,330.6,10,13950,-4850,2021/1/14 16:53,2021/1/14,16:53:00,60780
222,329.2,10,14450,-4850,2021/1/14 16:54,2021/1/14,16:54:00,60840
223,326.4,10,14950,-4850,2021/1/14 16:56,2021/1/14,16:56:00,60960
224,329.2,10,15450,-4600,2021/1/14 16:57,2021/1/14,16:57:00,61020
225,333.4,10,15450,-4600,2021/1/14 16:57,2021/1/14,16:57:00,61020
226,336.2,10,15450,-4600,2021/1/14 16:58,2021/1/14,16:58:00,61080
227,339.1,10,15150,-4600,2021/1/14 16:59,2021/1/14,16:59:00,61140
228,344.7,10,12000,-4600,2021/1/14 17:00,2021/1/14,17:00:00,61200
229,353.1,10,11400,-6000,2021/1/14 17:01,2021/1/14,17:01:00,61260
230,357.3,10,11400,-6000,2021/1/14 17:01,2021/1/14,17:01:00,61260
231,5.8,10,9900,-6000,2021/1/14 17:02,2021/1/14,17:02:00,61320
232,22.7,10,9900,-6000,2021/1/14 17:04,2021/1/14,17:04:00,61440
233,24.1,10,8600,-6200,2021/1/14 17:05,2021/1/14,17:05:00,61500
234,32.5,10,8600,-6200,2021/1/14 17:06,2021/1/14,17:06:00,61560
235,312.3,12,12200,-6000,2021/1/14 17:57,2021/1/14,17:57:00,64620
236,309.5,19,12200,-6000,2021/1/14 17:58,2021/1/14,17:58:00,64680
237,309.5,19,13300,-6000,2021/1/14 17:59,2021/1/14,17:59:00,64740
238,308.1,19,13300,-6000,2021/1/14 18:00,2021/1/14,18:00:00,64800
239,305.3,19,13450,-6000,2021/1/14 18:01,2021/1/14,18:01:00,64860
240,308.1,19,13950,-6000,2021/1/14 18:02,2021/1/14,18:02:00,64920
241,303.9,19,14450,-6000,2021/1/14 18:03,2021/1/14,18:03:00,64980
242,303.9,19,14950,-6000,2021/1/14 18:04,2021/1/14,18:04:00,65040
243,305.3,19,14950,-6000,2021/1/14 18:05,2021/1/14,18:05:00,65100
244,306.7,19,15450,-6000,2021/1/14 18:05,2021/1/14,18:05:00,65100
245,306.7,19,15950,-6000,2021/1/14 18:06,2021/1/14,18:06:00,65160
246,306.7,19,15950,-6000,2021/1/14 18:07,2021/1/14,18:07:00,65220
247,308.1,19,15950,-6000,2021/1/14 18:08,2021/1/14,18:08:00,65280
248,315.2,19,15950,-6000,2021/1/14 18:10,2021/1/14,18:10:00,65400
249,319.4,19,15950,-6000,2021/1/14 18:10,2021/1/14,18:10:00,65400
250,325.0,19,11000,-6000,2021/1/14 18:11,2021/1/14,18:11:00,65460
251,330.6,19,11000,-6000,2021/1/14 18:12,2021/1/14,18:12:00,65520
252,333.4,19,11000,-6000,2021/1/14 18:13,2021/1/14,18:13:00,65580
253,343.3,19,11000,-6000,2021/1/14 18:13,2021/1/14,18:13:00,65580
254,346.1,19,7700,-6500,2021/1/14 18:14,2021/1/14,18:14:00,65640
255,351.7,19,7700,-6500,2021/1/14 18:15,2021/1/14,18:15:00,65700
256,354.5,19,7400,-6500,2021/1/14 18:16,2021/1/14,18:16:00,65760
257,3.0,19,7200,-6700,2021/1/14 18:18,2021/1/14,18:18:00,65880
258,7.2,19,7000,-5900,2021/1/14 18:18,2021/1/14,18:18:00,65880
259,10.0,19,6150,-7000,2021/1/14 18:19,2021/1/14,18:19:00,65940
260,14.2,19,6150,-7000,2021/1/14 18:20,2021/1/14,18:20:00,66000
261,15.6,19,6350,-7150,2021/1/14 18:21,2021/1/14,18:21:00,66060
262,19.8,19,7550,-6650,2021/1/14 18:22,2021/1/14,18:22:00,66120
263,19.8,19,6900,-6900,2021/1/14 18:22,2021/1/14,18:22:00,66120
264,21.3,19,6900,-6600,2021/1/14 18:23,2021/1/14,18:23:00,66180
265,25.5,19,6900,-6600,2021/1/14 18:24,2021/1/14,18:24:00,66240
266,21.3,19,6900,-7500,2021/1/14 18:26,2021/1/14,18:26:00,66360
267,19.8,19,7100,-6200,2021/1/14 18:27,2021/1/14,18:27:00,66420
268,19.8,19,7100,-6200,2021/1/14 18:28,2021/1/14,18:28:00,66480
269,21.3,19,7100,-6200,2021/1/14 18:28,2021/1/14,18:28:00,66480
270,18.4,19,7100,-6200,2021/1/14 18:29,2021/1/14,18:29:00,66540
271,17.0,19,7350,-5850,2021/1/14 18:30,2021/1/14,18:30:00,66600
272,15.6,19,7500,-5850,2021/1/14 18:31,2021/1/14,18:31:00,66660
273,10.0,19,7500,-4950,2021/1/14 18:32,2021/1/14,18:32:00,66720
274,7.2,19,10550,-4900,2021/1/14 18:32,2021/1/14,18:32:00,66720
275,0.2,19,11350,-4800,2021/1/14 18:34,2021/1/14,18:34:00,66840
276,357.3,19,11600,-4200,2021/1/14 18:35,2021/1/14,18:35:00,66900
277,354.5,19,12200,-4200,2021/1/14 18:36,2021/1/14,18:36:00,66960
278,354.5,19,12400,-3750,2021/1/14 18:37,2021/1/14,18:37:00,67020
279,353.1,19,12600,-3750,2021/1/14 18:37,2021/1/14,18:37:00,67020
280,350.3,19,12800,-3550,2021/1/14 18:38,2021/1/14,18:38:00,67080
281,350.3,19,13000,-3550,2021/1/14 18:39,2021/1/14,18:39:00,67140
282,347.5,19,13000,-3550,2021/1/14 18:40,2021/1/14,18:40:00,67200
283,348.9,19,13500,-3550,2021/1/14 18:40,2021/1/14,18:40:00,67200
284,346.1,19,13500,-3550,2021/1/14 18:42,2021/1/14,18:42:00,67320
285,348.9,19,14000,-3550,2021/1/14 18:43,2021/1/14,18:43:00,67380
286,351.7,19,14200,-3550,2021/1/14 18:44,2021/1/14,18:44:00,67440
287,351.7,19,14200,-3550,2021/1/14 18:45,2021/1/14,18:45:00,67500
288,355.9,19,14200,-3550,2021/1/14 18:46,2021/1/14,18:46:00,67560
289,1.6,19,14200,-3550,2021/1/14 18:46,2021/1/14,18:46:00,67560
290,4.4,19,11250,-3550,2021/1/14 18:47,2021/1/14,18:47:00,67620
291,4.4,19,11100,-4050,2021/1/14 18:48,2021/1/14,18:48:00,67680
292,11.4,19,12150,-4050,2021/1/14 18:49,2021/1/14,18:49:00,67740
293,26.9,19,10450,-5250,2021/1/14 18:51,2021/1/14,18:51:00,67860
294,29.7,19,9250,-6400,2021/1/14 18:51,2021/1/14,18:51:00,67860
295,31.1,19,9150,-6400,2021/1/14 18:52,2021/1/14,18:52:00,67920
296,35.3,19,9150,-6400,2021/1/14 18:53,2021/1/14,18:53:00,67980
297,36.7,19,9150,-6400,2021/1/14 18:54,2021/1/14,18:54:00,68040
298,40.9,19,9150,-6400,2021/1/14 18:55,2021/1/14,18:55:00,68100
299,38.1,19,9150,-6400,2021/1/14 18:59,2021/1/14,18:59:00,68340
300,36.7,19,9150,-6400,2021/1/14 19:00,2021/1/14,19:00:00,68400
301,35.3,19,9150,-6400,2021/1/14 19:00,2021/1/14,19:00:00,68400
302,38.1,19,9150,-6400,2021/1/14 19:01,2021/1/14,19:01:00,68460
303,38.1,19,9150,-6400,2021/1/14 19:02,2021/1/14,19:02:00,68520
304,36.7,19,9150,-6400,2021/1/14 19:03,2021/1/14,19:03:00,68580
305,50.8,19,9150,-6400,2021/1/14 19:04,2021/1/14,19:04:00,68640
306,53.6,19,9150,-6400,2021/1/14 19:04,2021/1/14,19:04:00,68640
307,77.5,19,9150,-6400,2021/1/14 19:09,2021/1/14,19:09:00,68940
308,223.8,19,9150,-6400,2021/1/14 19:10,2021/1/14,19:10:00,69000
309,320.8,19,9150,-6400,2021/1/14 19:13,2021/1/14,19:13:00,69180
310,336.2,19,9150,-6400,2021/1/14 19:14,2021/1/14,19:14:00,69240
311,351.7,19,9150,-6050,2021/1/14 19:15,2021/1/14,19:15:00,69300
312,35.3,19,9150,-6100,2021/1/14 19:16,2021/1/14,19:16:00,69360
313,33.9,19,7800,-7350,2021/1/14 19:16,2021/1/14,19:16:00,69360
314,35.3,19,7900,-6500,2021/1/14 19:17,2021/1/14,19:17:00,69420
315,26.9,19,7900,-6500,2021/1/14 19:18,2021/1/14,19:18:00,69480
316,26.9,19,9300,-5800,2021/1/14 19:19,2021/1/14,19:19:00,69540
317,22.7,19,9300,-5800,2021/1/14 19:20,2021/1/14,19:20:00,69600
318,5.8,19,9300,-5800,2021/1/14 19:22,2021/1/14,19:22:00,69720
319,1.6,19,9300,-5800,2021/1/14 19:22,2021/1/14,19:22:00,69720
320,354.5,19,9300,-5800,2021/1/14 19:23,2021/1/14,19:23:00,69780
321,347.5,19,9300,-5800,2021/1/14 19:24,2021/1/14,19:24:00,69840
322,343.3,19,9500,-5800,2021/1/14 19:25,2021/1/14,19:25:00,69900
323,339.1,19,10850,-5350,2021/1/14 19:26,2021/1/14,19:26:00,69960
324,334.8,19,11050,-5350,2021/1/14 19:26,2021/1/14,19:26:00,69960
325,330.6,19,11050,-5350,2021/1/14 19:27,2021/1/14,19:27:00,70020
326,329.2,19,11050,-5350,2021/1/14 19:28,2021/1/14,19:28:00,70080
327,326.4,19,11900,-5350,2021/1/14 19:30,2021/1/14,19:30:00,70200
328,325.0,19,12400,-5350,2021/1/14 19:30,2021/1/14,19:30:00,70200
329,322.2,19,12900,-5350,2021/1/14 19:31,2021/1/14,19:31:00,70260
330,323.6,19,12900,-5350,2021/1/14 19:32,2021/1/14,19:32:00,70320
